JVET number,MPEG number,Created,First upload,Last upload,Title,Source,Download Link,Type
JVET-C0047,m38431,2016-05-17 04:14:44,2016-05-17 06:42:08,2016-05-28 10:26:57,Generalized bi-prediction for inter coding,"C.-C. Chen, X. Xiu, Y. He, Y. Ye (InterDigital)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0047-v2.zip,0
JVET-C0048,m38432,2016-05-17 04:23:51,2016-05-17 05:48:54,2016-05-17 05:48:54,Lens distorted test sequence by an action camera for future video coding,"K. Kawamura, S. Naito (KDDI Corp.)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0048-v1.zip,0
JVET-C0049,m38433,2016-05-17 04:27:50,2016-05-24 03:52:24,2016-05-31 10:42:15,Extended deblocking-filter process for large block boundary,"K. Kawamura, Q. Yao, S. Naito (KDDI Corp.)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0049-v3.zip,0
JVET-C0051,m38438,2016-05-17 06:04:21,2016-05-18 13:47:54,2016-05-18 13:47:54,The cross-check for proposed in JVET-C0022 improvements to the Adaptive multiple Core transform,E. Alshina (Samsung),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0051-v1.zip,0
JVET-C0052,m38439,2016-05-17 06:06:03,2016-05-19 11:43:01,2016-05-23 06:42:50,The cross-check for BIO improvement to reduce the encoder and decoder complexities in JVET-C0031,E. Alshina (Samsung),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0052-v2.zip,0
JVET-C0053,m38440,2016-05-17 06:12:37,2016-05-17 09:14:16,2016-05-26 09:51:55,EE2.7: TU-level non-separable secondary transform,"X. Zhao, A. Said, V. Seregin, M. Karczewicz, J. Chen, R. Joshi (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0053-v3.zip,1
JVET-C0054,m38441,2016-05-17 06:12:48,2016-05-17 09:17:24,2016-05-26 11:14:01,Grouped signalling for transform in QTBT,"X. Zhao, V. Seregin, A. Said, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0054-v2.zip,0
JVET-C0055,m38442,2016-05-17 06:13:02,2016-05-17 09:21:27,2016-05-28 10:31:07,Neighbor based intra most probable modes list derivation,"V. Seregin, X. Zhao, A. Said, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0055-v2.zip,0
JVET-C0056,m38443,2016-05-17 06:41:05,2016-05-24 14:55:33,2016-05-24 14:55:33,Cross-check of JVET-C0024 (QTBT),"M. W. Park, B. Jin, E. Alshina, C. Kim (Samsung)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0056-v1.zip,3
JVET-C0057,m38444,2016-05-17 06:43:29,2016-05-24 14:13:29,2016-05-26 15:12:59,Cross-check of JVET-C0038 (GALF),"K. Choi, M. Park, E. Alshina, C. Kim (Samsung)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0057-v3.zip,3
JVET-C0058,m38445,2016-05-17 06:46:26,2016-05-24 14:14:56,2016-05-26 15:13:26,Cross-check of JVET-C0053 (TU-NSST),"K. Choi, M. Park, E. Alshina, C. Kim (Samsung)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0058-v3.zip,3
JVET-C0059,m38447,2016-05-17 06:48:45,2016-05-24 14:15:32,2016-05-26 15:13:48,Cross-check of JVET-C0042 (NSST-PDPC),"K. Choi, M. Park, E. Alshina, C. Kim (Samsung)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0059-v3.zip,3
JVET-C0060,m38448,2016-05-17 06:50:00,2016-05-24 12:15:28,2016-05-24 12:15:28,Cross-check of JVET-C0035 (Modification of merge candidate derivation),"A. Tamse, E. Alshina, C. Kim (Samsung)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0060-v1.zip,3
JVET-C0061,m38449,2016-05-17 07:00:53,2016-05-17 08:59:22,2016-05-26 08:14:06,Decoder-side intra mode derivation,"X. Xiu, Y. He, Y. Ye (InterDigital)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0061-v3.zip,0
JVET-C0062,m38450,2016-05-17 07:41:56,2016-05-17 08:23:11,2016-05-28 10:48:32,Improved affine motion prediction,"F. Zou, J. Chen, M. Karczewicz, X. Li, H.-C. Chuang, W.-J. Chien (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0062-v3.zip,0
JVET-C0063,m38452,2016-05-17 07:47:54,2016-05-17 10:14:00,2016-05-26 10:53:21,EE2.7 related: Improved non-separable secondary transform,"X. Zhao, A. Said, V. Seregin, M. Karczewicz, J. Chen (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0063-v2.zip,1
JVET-C0064,m38453,2016-05-17 08:12:40,2016-05-17 18:41:22,2016-05-27 14:36:09,Nokia test sequences for virtual reality video coding,"J. Ridge, M. M. Hannuksela, E. B. Aksu, J. Lainema, A. Aminlou (Nokia)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0064-v2.zip,0
JVET-C0065,m38454,2016-05-17 08:24:24,2016-05-26 10:20:56,2016-05-26 10:20:56,Cross-check of JVET-C0027,"J. Lee, S.  Yoo, J.  Nam, J.  Lim (LGE)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0065-v1.zip,3
JVET-C0066,m38457,2016-05-17 09:28:39,2016-05-17 10:53:18,2016-05-28 11:26:31,On Coefficient Scaling,"D. B. Sansli, D. Rusanovskyy, J. Sole, A. K. Ramasubramonian, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0066-v3.zip,0
JVET-C0067,m38458,2016-05-17 09:55:32,2016-05-18 18:21:07,2016-05-18 18:21:07,Ultra High Resolution (UHR) 360 Video,C. J. Murray (Panoaction),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0067-v1.zip,0
JVET-C0070,m38465,2016-05-17 17:13:06,2016-05-17 17:17:01,2016-05-26 23:57:39,NEXT test model software,"A. Hallapuro, M. Hannuksela, J. Ridge, J. Lainema, A. Aminlou (Nokia)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0070-v3.zip,0
JVET-C0071,m38466,2016-05-17 17:48:48,2016-05-17 17:54:54,2016-05-26 16:22:02,Multiple line-based intra prediction,"J. Li (Peking Univ.), B. Li, J. Xu (Microsoft), R. Xiong (Peking Univ.), G. J. Sullivan (Microsoft)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0071-v2.zip,0
JVET-C0072,m38467,2016-05-17 18:09:36,2016-05-25 16:38:12,2016-05-25 16:38:12,Cross-check of JVET-C0027 (BIO simplification and improvements),X. Li (Qualcomm),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0072-v1.zip,3
JVET-C0073,m38472,2016-05-18 03:18:42,2016-05-23 11:01:35,2016-05-23 11:01:35,Cross-check of JVET-C0035 (EE2.6: Modification of Merge candidate derivation: ATMVP simplification and Merge pruning),"Y. Yasugi, T. Ikai (Sharp)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0073-v1.zip,3
JVET-C0074,m38473,2016-05-18 03:25:12,2016-05-23 11:32:18,2016-05-24 03:22:55,Cross-check of JVET-C0038(EE2.5: Improvements on adaptive loop filter),"Y. Yamamoto, T. Ikai (Sharp)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0074-v2.zip,3
JVET-C0075,m38486,2016-05-18 20:03:25,2016-05-27 09:12:19,2016-05-27 09:12:19,Cross-check of JVET-0063 EE2.7 related: Improved non-separable secondary transform,S.-H. Kim (Sharp),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0075-v1.zip,3
JVET-C0076,m38516,2016-05-19 16:24:45,2016-05-25 15:21:43,2016-05-25 15:21:43,Cross-check of JVET-C0053 (TU-NSST),"V. Lorcy (bcom), P. Philippe (Orange), T. Biatek (TDF)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0076-v1.zip,3
JVET-C0077,m38524,2016-05-20 04:11:07,2016-05-20 04:14:37,2016-05-20 04:14:37,EE2.2: Non Square TU Partitioning,"K. Rapaka, J. Chen, L. Zhang, W.-J. Chien, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0077-v1.zip,1
JVET-C0078,m38528,2016-05-20 11:17:05,2016-05-25 18:46:02,2016-05-25 18:46:02,Cross-check of C0032 (polyphase subsampled sequence coding),"P. Philippe (Orange), V. Lorcy, T. Biatek (Bcom)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0078-v1.zip,3
JVET-C0081,m38562,2016-05-23 01:58:22,2016-05-25 08:37:17,2016-05-26 14:32:37,Crosscheck of neighbor based intra most probable modes list derivation in JVET-C0055,H. Huang (MediaTek),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0081-v2.zip,3
JVET-C0082,m38569,2016-05-23 04:27:30,2016-05-24 10:58:39,2016-05-24 10:58:39,Cross-check of JVET-C0071 (Multiple line-based intra prediction),T. Ikai (Sharp),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0082-v1.zip,3
JVET-C0084,m38582,2016-05-23 10:40:46,2016-05-26 09:55:01,2016-05-26 09:55:01,Cross-check of C0040 (Adaptive Clipping),"P. Philippe (Orange), V. Lorcy, T. Biatek (Bcom)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0084-v1.zip,3
JVET-C0085,m38597,2016-05-23 14:00:35,2016-05-25 17:35:09,2016-05-25 17:35:09,Cross-check of JVET-C0035: Modification of Merge candidate derivation,"H. Chen, H. Yang (Huawei)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0085-v1.zip,3
JVET-C0086,m38661,2016-05-23 18:29:41,2016-05-27 09:12:51,2016-05-27 09:12:51,Cross-check of EE2.7: TU-level non-separable secondary transform,"S.-H. Kim (Sharp),",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0086-v1.zip,3
JVET-C0087,m38711,2016-05-24 01:30:34,2016-05-26 10:22:45,2016-05-26 10:22:45,EE: Cross-check of EE2.3 NSST-PDPC Harmonization (JVET-C0042),V. Seregin (Qualcomm),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0087-v1.zip,1
JVET-C0088,m38712,2016-05-24 01:31:36,2016-05-26 10:51:38,2016-05-26 10:51:38,EE: Cross-check of EE2.1 QTBT (JVET-C0024),"V. Seregin, J. Chen (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0088-v1.zip,1
JVET-C0090,m38716,2016-05-24 03:41:14,2016-05-26 09:01:00,2016-05-28 03:28:35,Cross-check of JVET-C0043 (Arbitrary reference tier for intra directional modes),T. Ikai (Sharp),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0090-v2.zip,3
JVET-C0091,m38718,2016-05-24 07:31:53,2016-05-26 03:25:09,2016-05-26 03:25:09,Crosscheck for EE2.5 Improvements on adaptive loop filter (JVET-C0038),"X. Cai, L. Xu, Y. Chiu (Intel)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0091-v1.zip,3
JVET-C0092,m38734,2016-05-24 20:41:32,2016-05-27 09:42:41,2016-05-27 09:42:41,Cross-check of JVET-C0047: Generalized bi-prediction for inter coding,S.-H. Kim (Sharp),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0092-v1.zip,3
JVET-C0093,m38739,2016-05-25 02:35:08,2016-05-26 14:47:07,2016-05-26 14:47:07,Cross-check of JVET-C0025: Simplification of motion compensation filter for affine inter prediction,"H. Zhang, H. Yang (Huawei)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0093-v1.zip,3
JVET-C0094,m38740,2016-05-25 02:45:06,2016-05-26 14:48:25,2016-05-26 14:48:25,Cross-check of JVET-C0061: Decoder-side intra mode derivation,"X. Ma, H. Yang (Huawei)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0094-v1.zip,3
JVET-C0095,m38751,2016-05-25 09:19:16,2016-05-25 09:22:28,2016-05-26 17:06:30,EE2.4: De-quantization and Scaling for Next Generation Containers,"J. Zhao, A. Segall, S.-H. Kim (Sharp)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0095-v2.zip,1
JVET-C0096,m38765,2016-05-25 18:16:11,2016-05-26 14:30:53,2016-05-28 09:54:43,Cross-check of JVET-C0071 (Multiple line-based intra prediction),"L. Zhang, V.  Seregin, N. Hu (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0096-v2.zip,3
JVET-C0097,m38772,2016-05-25 21:21:56,2016-05-25 21:29:56,2016-05-25 21:29:56,Cross-check of JVET-C0071 (Multiple line-based intra prediction),"P.-H. Lin, Y.-J. Chang, J.-S. Tu, C.-C. Lin, C.-L. Lin, (ITRI)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0097-v1.zip,3
JVET-C0098,m38782,2016-05-26 10:18:08,2016-05-26 10:22:58,2016-05-26 10:22:58,Cross-check of arbitrary reference tier for intra directional modes (JVET-C0043),"B. Li, J. Xu (Microsoft)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0098-v1.zip,3
JVET-C0099,m38789,2016-05-26 13:12:04,2016-05-26 17:28:33,2016-05-26 18:36:36,Further JVET CTC simplification for RA,M. Sychev (Huawei),https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0099-v2.zip,0
JVET-C0100,m38807,2016-05-27 12:01:27,2016-05-27 17:14:01,2016-05-27 17:14:01,Report of BoG on JEM software and SCC tools,X. Li,https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0100-v1.zip,0
JVET-C0101,m38809,2016-05-27 12:21:17,2016-05-27 12:22:09,2016-05-31 08:13:53,Report of BoG on QTBT configuration setting,K. Choi,https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0101-v6.zip,0
JVET-C0102,m38810,2016-05-27 12:25:45,2016-05-27 12:31:45,2016-05-28 09:17:33,Luma delta QP adjustment based on video statistical information,"J. Kim, J. Lee, E. Alshina, Y. Park",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0102-v2.zip,0
JVET-C0104,m38830,2016-05-30 12:11:59,2016-05-30 22:54:31,2016-05-31 13:28:05,Report of BoG on test material,T. Suzuki,https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0104-v2.zip,0
JVET-C0105,m38836,2016-05-30 23:44:53,2016-05-30 23:46:35,2016-05-30 23:46:35,Request for actions regarding JEM complexity,"G. Barroux (Fujitsu), T. Ikai (Sharp), Y. Bandoh (NTT), H. Yang (Huawei), A. Ichigaya (NHK), W. Hamidouche (INSA), R. Hashimoto (Renesas)",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C0105-v1.zip,0
JVET-C1000,m38862,2016-06-03 20:42:16,2016-10-15 00:10:01,2016-10-15 00:10:01,"Meeting Report of the 3rd JVET Meeting (26 May – 1 June 2016, Geneva, Switzerland)","J.-R. Ohm, G. J. Sullivan",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C1000-v1.zip,1
JVET-C1001,m38864,2016-06-03 20:45:44,2016-07-02 08:40:39,2016-07-06 20:04:09,Algorithm description of Joint Exploration Test Model 3 (JEM3),"J. Chen, E. Alshina, G. J. Sullivan, J.-R. Ohm, J. Boyce",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C1001-v3.zip,0
JVET-C1002,m38846,2016-06-01 10:14:27,2016-06-01 10:16:00,2016-08-26 07:55:26,Work plan for assessment of test material,T. Suzuki,https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C1002-v3.zip,0
JVET-C1011,m38838,2016-05-31 10:08:52,2016-05-31 10:09:08,2016-07-01 14:13:34,Description of Exploration Experiments on Coding Tools,"E. Alshina, J.  Boyce, Y. J. Chang, S.-H. Kim, V. Seregin, X. Xiu",https://jvet-experts.org/doc_end_user/documents/3_Geneva/wg11/JVET-C1011-v6.zip,0
JVET-D0001,m39459,2016-10-13 06:31:47,2016-10-13 06:34:20,2016-10-15 04:25:24,JVET AHG report: Tool evaluation (AHG1),"M. Karczewicz, E.Alshina",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0001-v4.zip,0
JVET-D0002,m39475,2016-10-14 00:21:06,2016-10-14 16:17:11,2016-10-14 16:17:11,JVET AHG report: JEM algorithm description editing (AHG2),"J. Chen, E. Alshina, J. Boyce",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0002-v1.zip,0
JVET-D0003,m39501,2016-10-14 16:10:29,2016-10-14 16:13:29,2016-10-15 05:09:40,JVET AHG report: JEM software development (AHG3),"X. Li, K. Suehring",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0003-v2.zip,0
JVET-D0004,m39484,2016-10-14 05:38:24,2016-10-15 03:00:18,2016-10-15 05:48:52,JVET AHG report: Test material (AHG4),"T. Suzuki, J. Chen, J. Boyce, A. Norkin",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0004-v2.zip,0
JVET-D0005,m39495,2016-10-14 08:23:55,2016-10-14 09:17:53,2016-10-15 03:43:08,"JVET AHG report: Fast encoding, encoding complexity investigation, and configuration settings (AHG5)","K. Choi, X. Li, H. Huang, T. Ikai, P. Philippe",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0005-v2.zip,0
JVET-D0006,m39503,2016-10-14 16:15:36,2016-10-14 16:17:00,2016-10-14 16:17:00,JVET AHG report: Simplification of decoder-side motion derivation tools (AHG6),"X. Li, E. Alshina",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0006-v1.zip,0
JVET-D0007,m39507,2016-10-14 17:03:47,2016-10-14 17:12:30,2016-10-15 04:11:53,JVET AHG report: JEM Coding of Extended Colour Volume Material,"A. Segall, D. Rusanovskyy, S. Lasserre",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0007-v2.zip,0
JVET-D0009,m39478,2016-10-14 03:07:54,2016-10-14 07:52:09,2016-10-14 07:52:09,JVET AHG report: Objective quality metrics (AHG9),"Panos Nasiopoulos, Mahsa T. Pourazad",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0009-v1.zip,0
JVET-D0010,m39132,2016-10-06 07:23:01,2016-10-10 05:41:17,2016-10-12 12:39:14,Exploration Experiments on Coding Tools Report,"E.Alshina, J.Boyce, X.Xiu, Y.J.Chang, V.Seregin, H. Kim,",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0010-v2.zip,0
JVET-D0021,m38914,2016-08-10 19:09:30,2016-08-11 23:36:31,2016-10-15 03:53:50,AHG8: InterDigital's projection format conversion tool,"Y. He, B. Vishwanath, X. Xiu, Y. Ye (InterDigital)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0021-v4.zip,2
JVET-D0022,m38926,2016-08-23 22:45:51,2016-08-23 22:58:51,2016-10-14 06:21:35,AHG8: A study on compression efficiency of cube projection,M. Zhou (Broadcom),https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0022-v2.zip,2
JVET-D0023,m38927,2016-08-23 22:49:24,2016-08-23 22:59:14,2016-10-14 08:10:09,AHG8: A study on compression efficiency of icosahedral projection,M. Zhou (Broadcom),https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0023-v2.zip,2
JVET-D0024,m38928,2016-08-23 22:50:35,2016-09-06 19:16:50,2016-10-14 08:12:21,AHG8: A study on JEM3.0 compression efficiency on 360 video content,M. Zhou (Broadcom),https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0024-v2.zip,2
JVET-D0025,m38949,2016-09-14 17:02:46,2016-09-14 17:07:52,2016-09-14 17:07:52,Encoder Bug Fixes of Quantization in QTBT,"X. Li, J. Chen, H.-C. Chuang, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0025-v1.zip,0
JVET-D0026,m38966,2016-09-26 23:03:45,2016-09-27 06:47:15,2016-10-04 22:13:49,New GoPro Test Sequences for Virtual Reality Video Coding,"A. Abbas, B. Adsumilli (GoPro)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0026-v2.zip,0
JVET-D0027,m38967,2016-09-30 06:40:04,2016-10-06 10:33:00,2016-10-18 03:15:08,AhG8: Suggested testing procedure for 360-degree video,"V. Zakharchenko, E. Alshina, A. Singh, A. Dsouza (Samsung)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0027-v3.zip,2
JVET-D0028,m38968,2016-09-30 06:50:08,2016-10-06 10:35:17,2016-10-12 12:27:46,AhG8: Icosahedral projection for 360-degree video content,"V. Zakharchenko, E. Alshina, K. P. Choi, A. Singh, A. Dsouza (Samsung),",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0028-v2.zip,2
JVET-D0029,m38972,2016-10-01 04:28:38,2016-10-01 04:38:21,2016-10-08 13:09:31,Decoder-Side Motion Vector Refinement Based on Bilateral Template Matching,"X. Chen, J. An, J. Zheng (HiSilicon)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0029-v2.zip,0
JVET-D0030,m39015,2016-10-03 19:22:10,2016-10-06 17:54:18,2016-10-15 02:26:11,AhG8: segmented sphere projection (SSP) for 360-degree video content,"C. Zhang, Y. Lu, J. Li, Z. Wen (OwlReality)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0030-v3.zip,2
JVET-D0031,m39017,2016-10-04 11:10:33,2016-10-04 11:18:35,2016-10-20 09:24:09,Residual Coefficient Sign Prediction,"F. Henry, G. Clare (Orange)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0031-v4.zip,0
JVET-D0032,m39018,2016-10-04 13:05:54,2016-10-15 06:43:26,2016-10-17 06:52:50,GoPro virtual reality test sequences evaluation report,"S. Jeon, N. Kim, D. Q. Khanh, B. Jeon (SKKU)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0032-v2.zip,0
JVET-D0033,m39020,2016-10-04 15:43:21,2016-10-04 16:45:57,2016-10-17 09:50:02,EE7: Adaptive Clipping in JEM3.0,"F. Galpin, P. Bordes, F. Leleannec, E. François (Technicolor)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0033-v4.zip,1
JVET-D0034,m39022,2016-10-04 19:05:51,2016-10-10 18:18:22,2016-10-15 11:08:24,Subjective quality analysis of polyphase subsampled sequences,E. Thomas (TNO),https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0034-v2.zip,0
JVET-D0035,m39025,2016-10-05 01:27:39,2016-10-06 17:54:46,2016-10-06 17:54:46,AhG8: Introducing overlapping area of projections for 360-degree video content,"C. Zhang, Y. Lu, J. Li, Z. Wen(OwlReality)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0035-v1.zip,2
JVET-D0036,m39026,2016-10-05 02:23:01,2016-10-05 05:41:43,2016-10-05 05:41:43,"Evaluation report of 4K test sequences (Campfireparty, CatRobot, DaylightRoad and ToddlerFountain)","O.  Nakagami, T.  Suzuki (Sony)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0036-v1.zip,0
JVET-D0039,m39029,2016-10-05 04:46:06,2016-10-05 17:59:46,2016-10-17 01:32:08,AHG8: InterDigital Test Sequences for Virtual Reality Video Coding,"E. Asbun, Y. He, Y. He, Y. Ye (InterDigital)",https://jvet-experts.org/doc_end_user/documents/4_Chengdu/wg11/JVET-D0039-v4.zip,2
